Tm,ASD,VEC,Phase
1997.3373,3.08194553,6.4764,FCC + BCC
1963.8514,3.248788704,6.5563,FCC + BCC
1934.1903,3.361550701,6.6252,FCC + BCC
1896.3441,3.466159013,6.7142,FCC + BCC
1634.2,5.827707431,7.4,FCC + BCC
1634.2,5.827707431,7.4,FCC + BCC
1767.295,4.602555539,7.9992,FCC + BCC
1767.295,4.602555539,7.9992,FCC + BCC
1767.295,4.602555539,7.9992,FCC + BCC
1767.295,4.602555539,7.9992,FCC + BCC
1767.295,4.602555539,7.9992,FCC + BCC
1722.1278,4.807353884,7.8174,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1691.7965,5.380762195,8.1961,FCC + BCC
1722.1278,4.807353884,7.8174,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1784.8,6.252018873,7.6,FCC + BCC
1724.32,5.973694144,7.72,FCC + BCC
1741.1176,4.53056328,7.8554,FCC + BCC
1731.744,4.66829647,7.84,FCC + BCC
1723.062,4.795875214,7.82,FCC + BCC
1714.38,4.916168464,7.8,FCC + BCC
1705.698,5.029727668,7.78,FCC + BCC
1629.938,5.280640432,8.335,FCC + BCC
1674.5632,6.776936136,7.7166,FCC + BCC
1709.145,4.953424411,7.8595,FCC + BCC
1868.05,1.724828537,7.9,FCC + BCC
1870.05,1.720623695,7.85,FCC + BCC
1868.05,1.724828537,7.9,FCC + BCC
1870.05,1.720623695,7.85,FCC + BCC
1828.32,3.262141651,7.76,FCC + BCC
1871.75,0.302115885,8.25,FCC + BCC
1767.295,4.602555539,7.9992,FCC + BCC
1756,3.833181374,7.6,FCC + BCC
1756,3.833181374,7.6,FCC + BCC
1756,3.833181374,7.6,FCC + BCC
1756,3.833181374,7.6,FCC + BCC
1756,3.833181374,7.6,FCC + BCC
1756,3.833181374,7.6,FCC + BCC
1883.6,3.283574153,7.4,FCC + BCC
1842.5,3.268190907,7.65,FCC + BCC
1801.4,3.248790727,7.9,FCC + BCC
1760.3,3.225328437,8.15,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1727.2,3.14703294,8.2,FCC + BCC
1722.1278,4.807353884,7.8174,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1719.2,3.197741982,8.4,FCC + BCC
1614.2594,5.181922446,8.1453,FCC + BCC
1893.4334,2.29786855,8.1676,FCC + Im
1904.3702,2.770510176,8.1296,FCC + Im
1914.712,3.146202186,8.0924,FCC + Im
1934.3068,3.742948675,8.0178,FCC + Im
1953.3511,4.20527843,7.9481,FCC + Im
1850.8339,3.294732472,7.608,FCC + Im
1865.1517,3.287810498,7.5015,FCC + Im
1801.2,3.269463577,8,FCC + Im
1763.9803,4.443969945,8.3138,FCC + Im
1756,3.833181374,7.6,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1920.5043,1.998207895,8.1429,FCC + Im
1920.5043,1.998207895,8.1429,FCC + Im
1832.245,3.571407404,8.553,FCC + Im
1864.5936,4.239049735,8.4252,FCC + Im
1897.9298,4.76468036,8.2994,FCC + Im
1722.1278,4.807353884,7.8174,FCC + Im
1906.17,1.757946846,7.8881,FCC + Im
1918.255,1.980340169,7.7669,FCC + Im
1923.4755,2.069519381,7.7074,FCC + Im
1929.0865,2.146086519,7.6538,FCC + Im
1934,2.213558747,7.6,FCC + Im
1801.2,3.269463577,8,FCC + Im
1801.2,3.269463577,8,FCC + Im
1863.9,2.403624139,7.95,FCC + Im
1863.9,2.403624139,7.95,FCC + Im
1863.9,2.403624139,7.95,FCC + Im
1863.9,2.403624139,7.95,FCC + Im
1863.9,2.403624139,7.95,FCC + Im
1895.55,2.092874289,8.025,FCC + Im
1923.8423,2.5202834,7.9305,FCC + Im
1923.8423,2.5202834,7.9305,FCC + Im
1206.8244,6.003446761,6.6658,FCC + Im
1864.5381,3.751592948,8.1325,FCC + Im
1871.75,0.302115885,8.25,FCC + Im
1835.585,3.706237868,8.075,FCC + Im
1835.585,3.706237868,8.075,FCC + Im
1835.585,3.706237868,8.075,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1692.858,4.16942833,8.5446,FCC + Im
1922.9207,3.421941055,8.0589,FCC + Im
1922.9207,3.421941055,8.0589,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1592.4915,5.550761911,7.6961,FCC + Im
1592.4915,5.550761911,7.6961,FCC + Im
1599.3899,5.723937345,7.6257,FCC + Im
1599.3899,5.723937345,7.6257,FCC + Im
1599.3899,5.723937345,7.6257,FCC + Im
1592.4915,5.550761911,7.6961,FCC + Im
1592.4915,5.550761911,7.6961,FCC + Im
1592.4915,5.550761911,7.6961,FCC + Im
1560.5,5.423557397,7.75,FCC + Im
1573.03,5.393118654,7.76,FCC + Im
1561.35,5.316103858,7.72,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1570.96,5.270017825,7.72,FCC + Im
1580.57,5.218919898,7.72,FCC + Im
1587.26,5.146793324,7.71,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1756,3.833181374,7.6,FCC + Im
1756,3.833181374,7.6,FCC + Im
1812.82,3.302527895,7.72,FCC + Im
1778.75,3.624469663,7.625,FCC + Im
1732.55,3.985354213,8.57,FCC + Im
1732.55,3.985354213,8.57,FCC + Im
1732.55,3.985354213,8.57,FCC + Im
1732.55,3.985354213,8.57,FCC + Im
1791.385,2.823115188,8.5926,FCC + Im
1714.284,3.449239565,8.8311,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1818.696,4.630316499,8.1629,FCC + Im
1818.696,4.630316499,8.1629,FCC + Im
1818.696,4.630316499,8.1629,FCC + Im
1818.696,4.630316499,8.1629,FCC + Im
1818.696,4.630316499,8.1629,FCC + Im
1818.696,4.630316499,8.1629,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1883.1341,6.261039124,7.5407,FCC + Im
1784.4852,4.82242989,8.3628,FCC + Im
1885.6,6.680561833,7.4,FCC + Im
1798.71,3.165958789,8.075,FCC + Im
1801.2,3.269463577,8,FCC + Im
1871.75,0.302115885,8.25,FCC + Im
1763.9803,4.443969945,8.3138,FCC + Im
1763.9803,4.443969945,8.3138,FCC + Im
1943.5624,2.377862665,8.0946,FCC + Im
1943.5624,2.377862665,8.0946,FCC + Im
1943.5624,2.377862665,8.0946,FCC + Im
1691.7965,5.380762195,8.1961,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1585.56,5.351956687,7.77,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1515.32,5.708363976,7.61,FCC + Im
1875.0463,3.657757419,8.0477,FCC + Im
1875.0463,3.657757419,8.0477,FCC + Im
1875.0463,3.657757419,8.0477,FCC + Im
1875.0463,3.657757419,8.0477,FCC + Im
1875.0463,3.657757419,8.0477,FCC + Im
1875.0463,3.657757419,8.0477,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1760.852,5.632254727,8.3159,FCC + Im
1943.5624,2.377862665,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1768.14,4.429915505,7.95,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1806.545,3.757679695,8.0946,FCC + Im
1719.2,3.197741982,8.4,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1719.89,5.655462385,8.37,FCC + Im
1727.725,5.828183,8.36,FCC + Im
1727.725,5.828183,8.36,FCC + Im
1727.725,5.828183,8.36,FCC + Im
1727.725,5.828183,8.36,FCC + Im
1727.725,5.828183,8.36,FCC + Im
1801.2,3.269463577,8,FCC + Im
1722.6696,5.499085231,8.4409,FCC + Im
1712.5896,5.44192731,8.4609,FCC + Im
2138.4,5.494041973,5.4,FCC
2138.4,5.494041973,5.4,FCC
2138.4,5.494041973,5.4,FCC
2138.4,5.494041973,5.4,FCC
2138.4,5.494041973,5.4,FCC
1768.8504,0.327816062,8.9991,FCC
1871.75,0.302115885,8.25,FCC
1879.2838,5.331311985,7.777,FCC
1801.2,3.269463577,8,FCC
1819.5265,3.287355653,7.858,FCC
1835.7528,3.295181474,7.7265,FCC
1891.8381,0.164871709,8.3325,FCC
1692.858,4.16942833,8.5446,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1767.295,4.602555539,7.9992,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1801.2,3.269463577,8,FCC
1871.75,0.302115885,8.25,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1763.9803,4.443969945,8.3138,FCC
1726.8,4.045008413,7.5,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1708.94,4.092070055,7.46,FCC
1852.4887,2.462655663,8.6602,FCC
1875.0463,3.657757419,8.0477,FCC
1777.047,3.646785228,8.2826,FCC
1777.047,3.646785228,8.2826,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1828.32,3.262141651,7.76,FCC
1801.2,3.269463577,8,FCC
1920.5043,1.998207895,8.1429,FCC
1920.5043,1.998207895,8.1429,FCC
1920.5043,1.998207895,8.1429,FCC
1920.5043,1.998207895,8.1429,FCC
1769,1.033203661,8.8,FCC
1800.1287,2.671707874,8.6755,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1732.55,3.985354213,8.57,FCC
1732.55,3.985354213,8.57,FCC
1722.1278,4.807353884,7.8174,FCC
1871.75,0.302115885,8.25,FCC
1890.0515,1.334791721,8.0589,FCC
1848.8445,2.303490056,8.1951,FCC
1848.8445,2.303490056,8.1951,FCC
1848.8445,2.303490056,8.1951,FCC
1848.8445,2.303490056,8.1951,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1860.05,1.739286365,8.1,FCC
1864.05,1.732527204,8,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1801.2,3.269463577,8,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1863.9,2.403624139,7.95,FCC
1895.55,2.092874289,8.025,FCC
1895.55,2.092874289,8.025,FCC
1895.55,2.092874289,8.025,FCC
1923.8423,2.5202834,7.9305,FCC
1923.8423,2.5202834,7.9305,FCC
1801.2,3.269463577,8,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1671.5268,3.734882756,8.6658,FCC
1671.5268,3.734882756,8.6658,FCC
1671.5268,3.734882756,8.6658,FCC
1671.5268,3.734882756,8.6658,FCC
1671.5268,3.734882756,8.6658,FCC
1768.8504,0.327816062,8.9991,FCC
1768.8504,0.327816062,8.9991,FCC
1768.8504,0.327816062,8.9991,FCC
1768.8504,0.327816062,8.9991,FCC
1768.8504,0.327816062,8.9991,FCC
1685.8587,3.928751876,8.3325,FCC
1685.8587,3.928751876,8.3325,FCC
1685.8587,3.928751876,8.3325,FCC
1685.8587,3.928751876,8.3325,FCC
1685.8587,3.928751876,8.3325,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1706.5,3.551249522,8.5,FCC
1706.5,3.551249522,8.5,FCC
1706.5,3.551249522,8.5,FCC
1706.5,3.551249522,8.5,FCC
1706.5,3.551249522,8.5,FCC
1798.75,3.446992938,8,FCC
1798.75,3.446992938,8,FCC
1798.75,3.446992938,8,FCC
1798.75,3.446992938,8,FCC
1798.75,3.446992938,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1769,1.033203661,8.8,FCC
1490,6.924399486,7.75,FCC
1490,6.924399486,7.75,FCC
1490,6.924399486,7.75,FCC
1490,6.924399486,7.75,FCC
1535.5,7.168103603,7.65,FCC
1535.5,7.168103603,7.65,FCC
1535.5,7.168103603,7.65,FCC
1535.5,7.168103603,7.65,FCC
1554.2,7.162214461,7.8,FCC
1554.2,7.162214461,7.8,FCC
1554.2,7.162214461,7.8,FCC
1554.2,7.162214461,7.8,FCC
1806.545,3.757679695,8.0946,FCC
1806.545,3.757679695,8.0946,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1715.81,3.715774934,8.26,FCC
1715.81,3.715774934,8.26,FCC
1715.81,3.715774934,8.26,FCC
1715.81,3.715774934,8.26,FCC
1715.81,3.715774934,8.26,FCC
1726.8,4.045008413,7.5,FCC
1801.2,3.269463577,8,FCC
1791.385,2.823115188,8.5926,FCC
1714.284,3.449239565,8.8311,FCC
1714.284,3.449239565,8.8311,FCC
1801.2,3.269463577,8,FCC
1783.836,3.702725802,7.96,FCC
1766.472,4.070146924,7.92,FCC
1806.545,3.757679695,8.0946,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1863.9,2.403624139,7.95,FCC
1863.9,2.403624139,7.95,FCC
1863.9,2.403624139,7.95,FCC
1863.9,2.403624139,7.95,FCC
1769,1.033203661,8.8,FCC
1634.375,3.874411655,9.125,FCC
1801.2,3.269463577,8,FCC
1860.05,1.739286365,8.1,FCC
1864.05,1.732527204,8,FCC
1860.05,1.739286365,8.1,FCC
1864.05,1.732527204,8,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1871.75,0.302115885,8.25,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1748,0.200240288,9.5,FCC
1801.2,3.269463577,8,FCC
1798.71,3.165958789,8.075,FCC
1801.2,3.269463577,8,FCC
1871.75,0.302115885,8.25,FCC
1896.7417,1.465902197,8.1951,FCC
1920.5043,1.998207895,8.1429,FCC
1860.05,1.739286365,8.1,FCC
1801.2,3.269463577,8,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1907.06,2.18471415,8.5,FCC
1806.545,3.757679695,8.0946,FCC
1763.9803,4.443969945,8.3138,FCC
1891.8381,0.164871709,8.3325,FCC
1801.2,3.269463577,8,FCC
1891.8381,0.164871709,8.3325,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1804,3.255827217,7.93,FCC
1802.4,3.263653192,7.97,FCC
1852.4887,2.462655663,8.6602,FCC
1852.4887,2.462655663,8.6602,FCC
1852.4887,2.462655663,8.6602,FCC
1852.4887,2.462655663,8.6602,FCC
1852.4887,2.462655663,8.6602,FCC
1708.94,4.092070055,7.46,FCC
1806.545,3.757679695,8.0946,FCC
1806.545,3.757679695,8.0946,FCC
1806.545,3.757679695,8.0946,FCC
1863.9,2.403624139,7.95,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1871.75,0.302115885,8.25,FCC
1943.4475,2.381283876,8.0925,FCC
1769,1.033203661,8.8,FCC
1769,1.033203661,8.8,FCC
1769,1.033203661,8.8,FCC
1769,1.033203661,8.8,FCC
1769,1.033203661,8.8,FCC
1769,1.033203661,8.8,FCC
1769,1.033203661,8.8,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1891.8381,0.164871709,8.3325,FCC
1801.2,3.269463577,8,FCC
1801.2,3.269463577,8,FCC
1851.15,1.823651253,8.35,FCC
1851.15,1.823651253,8.35,FCC
1846.85,1.801258717,8.45,FCC
1726.8,4.045008413,7.5,FCC
1726.8,4.045008413,7.5,FCC
1726.8,4.045008413,7.5,FCC
